value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.52,0.08,0.0000413816071489573,pos_neg_null,normal,6,adjective,5
0.52,0.07,0.00004138081179690402,pos_neg_null,normal,6,adjective,5
0.52,0.06,0.00004138029700338511,pos_neg_null,normal,6,adjective,5
0.52,0.05,0.00004137996711523495,pos_neg_null,normal,6,adjective,5
0.52,0.04,0.000041379757820001784,pos_neg_null,normal,6,adjective,5
0.52,0.03,0.00004137962635496693,pos_neg_null,normal,6,adjective,5
0.52,0.02,0.00004137954459907895,pos_neg_null,normal,6,adjective,5
0.52,0.01,0.00004137949426230385,pos_neg_null,normal,6,adjective,5
0.52,0,0.00005002738835125202,pos_neg_null,normal,6,adjective,5
0.48,0.47,0.0003867226459772971,pos_neg_null,normal,6,adjective,5
0.48,0.48,0.00045610134280736766,pos_neg_null,normal,6,adjective,5
0.48,0.46,0.0002936292413763599,pos_neg_null,normal,6,adjective,5
0.48,0.45,0.00022851031028936502,pos_neg_null,normal,6,adjective,5
0.48,0.44,0.00018212995296095936,pos_neg_null,normal,6,adjective,5
0.48,0.43,0.00014851825080785277,pos_neg_null,normal,6,adjective,5
0.48,0.42,0.0001237610648853879,pos_neg_null,normal,6,adjective,5
0.48,0.41,0.0001052520108500487,pos_neg_null,normal,6,adjective,5
0.48,0.4,0.00009122747688377119,pos_neg_null,normal,6,adjective,5
0.48,0.39,0.00008047471069130495,pos_neg_null,normal,6,adjective,5
0.48,0.38,0.00007214630927667095,pos_neg_null,normal,6,adjective,5
0.48,0.37,0.00006564074263908119,pos_neg_null,normal,6,adjective,5
0.48,0.36,0.0000605243377008825,pos_neg_null,normal,6,adjective,5
0.48,0.35,0.00005647963044974718,pos_neg_null,normal,6,adjective,5
0.48,0.34,0.00005327071530060001,pos_neg_null,normal,6,adjective,5
0.48,0.33,0.000050719701553159296,pos_neg_null,normal,6,adjective,5
0.48,0.32,0.00004869052629495631,pos_neg_null,normal,6,adjective,5
0.48,0.31,0.00004707770283569599,pos_neg_null,normal,6,adjective,5
0.48,0.3,0.0000457984200248906,pos_neg_null,normal,6,adjective,5
0.48,0.29,0.000044786940323161364,pos_neg_null,normal,6,adjective,5
0.48,0.28,0.00004399058818847263,pos_neg_null,normal,6,adjective,5
0.48,0.27,0.00004336684549202522,pos_neg_null,normal,6,adjective,5
0.48,0.26,0.00004288122065385477,pos_neg_null,normal,6,adjective,5
0.48,0.25,0.000042505659901148496,pos_neg_null,normal,6,adjective,5
0.48,0.23,0.00004199772527844097,pos_neg_null,normal,6,adjective,5
0.48,0.24,0.00004221733927921237,pos_neg_null,normal,6,adjective,5
0.48,0.22,0.00004183182678782678,pos_neg_null,normal,6,adjective,5
0.48,0.21,0.00004170758577657566,pos_neg_null,normal,6,adjective,5
0.48,0.2,0.00004161537143792081,pos_neg_null,normal,6,adjective,5
0.48,0.19,0.000041547554447373356,pos_neg_null,normal,6,adjective,5
0.48,0.18,0.000041498145921026715,pos_neg_null,normal,6,adjective,5
0.48,0.17,0.00004146249070922913,pos_neg_null,normal,6,adjective,5
0.48,0.15,0.00004141897145329215,pos_neg_null,normal,6,adjective,5
0.48,0.16,0.00004143700769395294,pos_neg_null,normal,6,adjective,5
0.48,0.14,0.000041406330529498373,pos_neg_null,normal,6,adjective,5
0.48,0.13,0.00004139755796041347,pos_neg_null,normal,6,adjective,5
0.48,0.12,0.00004139152995878605,pos_neg_null,normal,6,adjective,5
0.48,0.11,0.00004138742880245063,pos_neg_null,normal,6,adjective,5
0.48,0.1,0.00004138466620973653,pos_neg_null,normal,6,adjective,5
0.48,0.09,0.00004138282374726924,pos_neg_null,normal,6,adjective,5
0.48,0.08,0.0000413816071489573,pos_neg_null,normal,6,adjective,5
0.48,0.07,0.00004138081179690402,pos_neg_null,normal,6,adjective,5
0.48,0.06,0.00004138029700338511,pos_neg_null,normal,6,adjective,5
0.48,0.05,0.00004137996711523495,pos_neg_null,normal,6,adjective,5
0.48,0.03,0.00004137962635496693,pos_neg_null,normal,6,adjective,5
0.48,0.04,0.000041379757820001784,pos_neg_null,normal,6,adjective,5
0.48,0.02,0.00004137954459907895,pos_neg_null,normal,6,adjective,5
0.48,0.01,0.00004137949426230385,pos_neg_null,normal,6,adjective,5
0.48,0,0.00003379160994769406,pos_neg_null,normal,6,adjective,5
0.52,0.52,0.0021195781854018952,pos_neg_null,normal,6,adjective,5
0.52,0.51,0.0014829212459162005,pos_neg_null,normal,6,adjective,5
0.52,0.5,0.0010247581241887072,pos_neg_null,normal,6,adjective,5
0.52,0.49,0.0007229818783325221,pos_neg_null,normal,6,adjective,5
0.52,0.48,0.0005222465003709112,pos_neg_null,normal,6,adjective,5
0.52,0.47,0.0003867226459772971,pos_neg_null,normal,6,adjective,5
0.52,0.46,0.0002936292413763599,pos_neg_null,normal,6,adjective,5
0.52,0.45,0.00022851031028936502,pos_neg_null,normal,6,adjective,5
0.52,0.43,0.00014851825080785277,pos_neg_null,normal,6,adjective,5
0.52,0.44,0.00018212995296095936,pos_neg_null,normal,6,adjective,5
0.52,0.42,0.0001237610648853879,pos_neg_null,normal,6,adjective,5
0.52,0.41,0.0001052520108500487,pos_neg_null,normal,6,adjective,5
0.52,0.4,0.00009122747688377119,pos_neg_null,normal,6,adjective,5
