value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.18,0.14,0.000027735086546485027,pos_neg_null,2-2x,6,adjective,5
0.18,0.13,0.000024752949267078574,pos_neg_null,2-2x,6,adjective,5
0.18,0.12,0.000022117241536745908,pos_neg_null,2-2x,6,adjective,5
0.18,0.11,0.00001978501762013619,pos_neg_null,2-2x,6,adjective,5
0.18,0.1,0.000017718937910621163,pos_neg_null,2-2x,6,adjective,5
0.18,0.09,0.000015886510619543054,pos_neg_null,2-2x,6,adjective,5
0.18,0.08,0.000014259437377003249,pos_neg_null,2-2x,6,adjective,5
0.18,0.07,0.000012813048863044025,pos_neg_null,2-2x,6,adjective,5
0.18,0.06,0.000011525818245074584,pos_neg_null,2-2x,6,adjective,5
0.18,0.05,0.000010378941729911212,pos_neg_null,2-2x,6,adjective,5
0.18,0.04,0.000009355976928337286,pos_neg_null,2-2x,6,adjective,5
0.18,0.03,0.00000844253097185835,pos_neg_null,2-2x,6,adjective,5
0.18,0.02,0.00000762599141911979,pos_neg_null,2-2x,6,adjective,5
0.18,0.01,0.000006895293952023775,pos_neg_null,2-2x,6,adjective,5
0.18,0,3.386245032509003e-7,pos_neg_null,2-2x,6,adjective,5
0.19,0.19,0.00003491101093886612,pos_neg_null,2-2x,6,adjective,5
0.19,0.18,0.000043696740813542146,pos_neg_null,2-2x,6,adjective,5
0.19,0.17,0.00003881385373241587,pos_neg_null,2-2x,6,adjective,5
0.19,0.16,0.00003451772259552085,pos_neg_null,2-2x,6,adjective,5
0.19,0.15,0.00003073365524158178,pos_neg_null,2-2x,6,adjective,5
0.19,0.14,0.000027396853783722727,pos_neg_null,2-2x,6,adjective,5
0.19,0.13,0.000024451084032114163,pos_neg_null,2-2x,6,adjective,5
0.19,0.12,0.000021847519078980678,pos_neg_null,2-2x,6,adjective,5
0.19,0.11,0.00001954373691745157,pos_neg_null,2-2x,6,adjective,5
0.19,0.1,0.00001750285330195502,pos_neg_null,2-2x,6,adjective,5
0.19,0.09,0.000015692772685158358,pos_neg_null,2-2x,6,adjective,5
0.19,0.08,0.000014085541799234795,pos_neg_null,2-2x,6,adjective,5
0.19,0.07,0.000012656792169592225,pos_neg_null,2-2x,6,adjective,5
0.19,0.06,0.00001138525948598829,pos_neg_null,2-2x,6,adjective,5
0.19,0.05,0.000010252369269790253,pos_neg_null,2-2x,6,adjective,5
0.19,0.04,0.000009241879648723403,pos_neg_null,2-2x,6,adjective,5
0.19,0.03,0.000008339573277079576,pos_neg_null,2-2x,6,adjective,5
0.19,0.02,0.0000075329915237646585,pos_neg_null,2-2x,6,adjective,5
0.19,0.01,0.0000068112050013893285,pos_neg_null,2-2x,6,adjective,5
0.19,0,4.324390023554063e-7,pos_neg_null,2-2x,6,adjective,5
0.2,0.2,0.00004127206170610113,pos_neg_null,2-2x,6,adjective,5
0.2,0.19,0.00004864444040111273,pos_neg_null,2-2x,6,adjective,5
0.2,0.18,0.00004315727487757242,pos_neg_null,2-2x,6,adjective,5
0.2,0.17,0.00003833467035300326,pos_neg_null,2-2x,6,adjective,5
0.2,0.16,0.0000340915778721193,pos_neg_null,2-2x,6,adjective,5
0.2,0.15,0.00003035422739909323,pos_neg_null,2-2x,6,adjective,5
0.2,0.14,0.000027058621020960863,pos_neg_null,2-2x,6,adjective,5
0.2,0.13,0.00002414921879714975,pos_neg_null,2-2x,6,adjective,5
0.2,0.12,0.00002157779662121545,pos_neg_null,2-2x,6,adjective,5
0.2,0.11,0.00001930245621476695,pos_neg_null,2-2x,6,adjective,5
0.2,0.1,0.00001728676869328888,pos_neg_null,2-2x,6,adjective,5
0.2,0.09,0.00001549903475077366,pos_neg_null,2-2x,6,adjective,5
0.2,0.08,0.000013911646221466539,pos_neg_null,2-2x,6,adjective,5
0.2,0.07,0.00001250053547614045,pos_neg_null,2-2x,6,adjective,5
0.2,0.06,0.000011244700726902075,pos_neg_null,2-2x,6,adjective,5
0.2,0.05,0.000010125796809669441,pos_neg_null,2-2x,6,adjective,5
0.2,0.04,0.000009127782369109582,pos_neg_null,2-2x,6,adjective,5
0.2,0.03,0.000008236615582300802,pos_neg_null,2-2x,6,adjective,5
0.2,0.02,0.0000074399916284095265,pos_neg_null,2-2x,6,adjective,5
0.2,0.01,0.000006727116050754881,pos_neg_null,2-2x,6,adjective,5
0.2,0,5.452778071771749e-7,pos_neg_null,2-2x,6,adjective,5
0.21,0.21,0.00004829413185437107,pos_neg_null,2-2x,6,adjective,5
0.21,0.2,0.00005420803696850719,pos_neg_null,2-2x,6,adjective,5
0.21,0.19,0.000048036384896099305,pos_neg_null,2-2x,6,adjective,5
0.21,0.18,0.000042617808941602894,pos_neg_null,2-2x,6,adjective,5
0.21,0.17,0.00003785548697359104,pos_neg_null,2-2x,6,adjective,5
0.21,0.16,0.00003366543314871791,pos_neg_null,2-2x,6,adjective,5
0.21,0.15,0.000029974799556604656,pos_neg_null,2-2x,6,adjective,5
0.21,0.14,0.000026720388258198935,pos_neg_null,2-2x,6,adjective,5
0.21,0.13,0.000023847353562185453,pos_neg_null,2-2x,6,adjective,5
0.21,0.12,0.000021308074163450473,pos_neg_null,2-2x,6,adjective,5
0.21,0.11,0.000019061175512082423,pos_neg_null,2-2x,6,adjective,5
0.21,0.1,0.000017070684084622822,pos_neg_null,2-2x,6,adjective,5
0.21,0.09,0.000015305296816389172,pos_neg_null,2-2x,6,adjective,5
0.21,0.08,0.000013737750643698249,pos_neg_null,2-2x,6,adjective,5
0.21,0.07,0.000012344278782688819,pos_neg_null,2-2x,6,adjective,5
0.21,0.06,0.000011104141967815754,pos_neg_null,2-2x,6,adjective,5
0.21,0.05,0.000009999224349548605,pos_neg_null,2-2x,6,adjective,5
0.21,0.04,0.000009013685089495741,pos_neg_null,2-2x,6,adjective,5
0.21,0.03,0.000008133657887522066,pos_neg_null,2-2x,6,adjective,5
0.21,0.02,0.000007346991733054417,pos_neg_null,2-2x,6,adjective,5
0.21,0.01,0.000006643027100120513,pos_neg_null,2-2x,6,adjective,5
0.21,0,6.796748699804062e-7,pos_neg_null,2-2x,6,adjective,5
0.22,0.22,0.000056060154870403186,pos_neg_null,2-2x,6,adjective,5
0.22,0.21,0.0000604691057638933,pos_neg_null,2-2x,6,adjective,5
0.22,0.2,0.00005352185928536143,pos_neg_null,2-2x,6,adjective,5
0.22,0.19,0.00004742832939108497,pos_neg_null,2-2x,6,adjective,5
0.22,0.18,0.000042078343005633085,pos_neg_null,2-2x,6,adjective,5
0.22,0.17,0.00003737630359417816,pos_neg_null,2-2x,6,adjective,5
0.22,0.16,0.0000332392884253163,pos_neg_null,2-2x,6,adjective,5
0.22,0.15,0.000029595371714115882,pos_neg_null,2-2x,6,adjective,5
0.22,0.14,0.000026382155495436828,pos_neg_null,2-2x,6,adjective,5
0.22,0.13,0.000023545488327220995,pos_neg_null,2-2x,6,adjective,5
0.22,0.12,0.00002103835170568505,pos_neg_null,2-2x,6,adjective,5
0.22,0.11,0.000018819894809397765,pos_neg_null,2-2x,6,adjective,5
0.22,0.1,0.00001685459947595665,pos_neg_null,2-2x,6,adjective,5
0.22,0.09,0.000015111558882004418,pos_neg_null,2-2x,6,adjective,5
0.22,0.08,0.00001356385506592987,pos_neg_null,2-2x,6,adjective,5
0.22,0.07,0.00001218802208923704,pos_neg_null,2-2x,6,adjective,5
0.22,0.06,0.000010963583208729518,pos_neg_null,2-2x,6,adjective,5
0.22,0.05,0.0000098726518894277,pos_neg_null,2-2x,6,adjective,5
0.22,0.04,0.000008899587809881838,pos_neg_null,2-2x,6,adjective,5
0.22,0.03,0.000008030700192743278,pos_neg_null,2-2x,6,adjective,5
0.22,0.02,0.000007253991837699284,pos_neg_null,2-2x,6,adjective,5
0.22,0.01,0.000006558938149486052,pos_neg_null,2-2x,6,adjective,5
0.22,0,8.383229031691968e-7,pos_neg_null,2-2x,6,adjective,5
0.23,0.23,0.00006467179729556891,pos_neg_null,2-2x,6,adjective,5
0.23,0.22,0.00006752007698927741,pos_neg_null,2-2x,6,adjective,5
0.23,0.21,0.00005969386081820223,pos_neg_null,2-2x,6,adjective,5
0.23,0.2,0.00005283568160221546,pos_neg_null,2-2x,6,adjective,5
0.23,0.19,0.00004682027388607111,pos_neg_null,2-2x,6,adjective,5
0.23,0.18,0.00004153887706966326,pos_neg_null,2-2x,6,adjective,5
0.23,0.17,0.00003689712021476566,pos_neg_null,2-2x,6,adjective,5
0.23,0.16,0.00003281314370191491,pos_neg_null,2-2x,6,adjective,5
0.23,0.15,0.000029215943871627098,pos_neg_null,2-2x,6,adjective,5
0.23,0.14,0.00002604392273267471,pos_neg_null,2-2x,6,adjective,5
0.23,0.13,0.000023243623092256526,pos_neg_null,2-2x,6,adjective,5
0.23,0.12,0.00002076862924791992,pos_neg_null,2-2x,6,adjective,5
0.23,0.11,0.000018578614106713104,pos_neg_null,2-2x,6,adjective,5
0.23,0.1,0.00001663851486729047,pos_neg_null,2-2x,6,adjective,5
0.23,0.09,0.000014917820947619712,pos_neg_null,2-2x,6,adjective,5
0.23,0.08,0.000013389959488161481,pos_neg_null,2-2x,6,adjective,5
0.23,0.07,0.000012031765395785211,pos_neg_null,2-2x,6,adjective,5
0.23,0.06,0.000010823024449643197,pos_neg_null,2-2x,6,adjective,5
0.23,0.05,0.000009746079429306791,pos_neg_null,2-2x,6,adjective,5
0.23,0.04,0.000008785490530267933,pos_neg_null,2-2x,6,adjective,5
0.23,0.03,0.000007927742497964485,pos_neg_null,2-2x,6,adjective,5
0.23,0.02,0.0000071609919423441236,pos_neg_null,2-2x,6,adjective,5
0.23,0.01,0.0000064748491988515885,pos_neg_null,2-2x,6,adjective,5
0.23,0,0.0000010240669300727628,pos_neg_null,2-2x,6,adjective,5
0.24,0.24,0.00007424876605724682,pos_neg_null,2-2x,6,adjective,5
0.24,0.23,0.00007546549183636665,pos_neg_null,2-2x,6,adjective,5
0.24,0.22,0.00006664319287253353,pos_neg_null,2-2x,6,adjective,5
0.24,0.21,0.000058918615872511586,pos_neg_null,2-2x,6,adjective,5
0.24,0.2,0.00005214950391906988,pos_neg_null,2-2x,6,adjective,5
0.24,0.19,0.000046212218381057274,pos_neg_null,2-2x,6,adjective,5
0.24,0.18,0.00004099941113369389,pos_neg_null,2-2x,6,adjective,5
0.24,0.17,0.00003641793683535318,pos_neg_null,2-2x,6,adjective,5
0.24,0.16,0.00003238699897851341,pos_neg_null,2-2x,6,adjective,5
0.24,0.15,0.000028836516029138426,pos_neg_null,2-2x,6,adjective,5
0.24,0.14,0.000025705689969912695,pos_neg_null,2-2x,6,adjective,5
0.24,0.13,0.000022941757857292312,pos_neg_null,2-2x,6,adjective,5
0.24,0.12,0.00002049890679015472,pos_neg_null,2-2x,6,adjective,5
0.24,0.11,0.000018337333404028643,pos_neg_null,2-2x,6,adjective,5
